"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","direction"
"periodontitis","periodontitis","14/250","470/17907",0.0297872340425532,2.1336,2.96335525054393,0.00649263315134455,0.0467739245164636,0.0344437830360171,"KNG1/HP/GC/CAP1/FCAR/SERPINE1/CTSB/KRT14/CCR3/MPO/PLG/CCT6A/PADI2/HSPD1",14,"up"
"renal clear cell carcinoma","renal clear cell carcinoma","6/250","119/17907",0.0504201680672269,3.61149579831933,3.40102706210422,0.006522333383416,0.0467739245164636,0.0344437830360171,"DES/SLC2A1/KRT14/FSCN1/GATM/TG",6,"up"
"tularemia","tularemia","6/250","119/17907",0.0504201680672269,3.61149579831933,3.40102706210422,0.006522333383416,0.0467739245164636,0.0344437830360171,"HP/PRDX1/KIT/KCNAB2/ADA/HSPD1",6,"up"
"disseminated intravascular coagulation","disseminated intravascular coagulation","7/250","157/17907",0.0445859872611465,3.1936050955414,3.28488318221632,0.00659567262227165,0.0470356206834065,0.0346364931001975,"KNG1/HP/SERPINE1/SERPINC1/MPO/PLG/F2",7,"up"
"endometrial stromal sarcoma","endometrial stromal sarcoma","7/250","157/17907",0.0445859872611465,3.1936050955414,3.28488318221632,0.00659567262227165,0.0470356206834065,0.0346364931001975,"HNRNPH1/KRT4/HNRNPK/TFRC/HSPB1/KIT/HNRNPF",7,"up"
"varicose veins","varicose veins","9/250","240/17907",0.0375,2.68605,3.1289995578258,0.00673590615441011,0.0474778859805715,0.0349621722066096,"KNG1/HSPA1B/SERPINE1/SERPINC1/MPO/VCL/RNH1/PLG/F2",9,"up"
"Charcot-Marie-Tooth disease","Charcot-Marie-Tooth disease","5/250","85/17907",0.0588235294117647,4.21341176470588,3.53352736051511,0.00675382102863164,0.0474778859805715,0.0349621722066096,"NEFH/HINT1/HSPB1/NEFL/CADM3",5,"up"
"iga glomerulonephritis","iga glomerulonephritis","8/250","198/17907",0.0404040404040404,2.89406060606061,3.18889546938554,0.00677095564448251,0.0474778859805715,0.0349621722066096,"TFRC/FCAR/SERPINE1/MPO/TNFSF12/CFHR1/OTUB1/HPX",8,"up"
"alcoholic hepatitis","alcoholic hepatitis","6/250","120/17907",0.05,3.5814,3.37602311982281,0.00678752144837933,0.0474778859805715,0.0349621722066096,"KRT18/HP/ALDOA/ALDOC/F2/TTR",6,"up"
"balkan nephropathy","balkan nephropathy","4/250","54/17907",0.0740740740740741,5.30577777777778,3.7705415016556,0.00679096973230853,0.0474778859805715,0.0349621722066096,"CRYZ/GSTP1/ALAD/TPT1",4,"up"
"argininosuccinic aciduria","argininosuccinic aciduria","3/250","28/17907",0.107142857142857,7.67442857142857,4.20564227032183,0.00680646544022294,0.0474778859805715,0.0349621722066096,"ASS1/RPS19/HPX",3,"up"
"hyperthyroxinemia","hyperthyroxinemia","3/250","28/17907",0.107142857142857,7.67442857142857,4.20564227032183,0.00680646544022294,0.0474778859805715,0.0349621722066096,"GC/TG/TTR",3,"up"
"legg-calve-perthes disease","legg-calve-perthes disease","3/250","28/17907",0.107142857142857,7.67442857142857,4.20564227032183,0.00680646544022294,0.0474778859805715,0.0349621722066096,"SERPINE1/SERPINC1/F2",3,"up"
"endometrial stromal tumor","endometrial stromal tumor","7/250","159/17907",0.0440251572327044,3.15343396226415,3.24538516157935,0.00705331748531748,0.0488490843164346,0.0359719069780247,"HNRNPH1/KRT4/HNRNPK/TFRC/HSPB1/KIT/HNRNPF",7,"up"
"kidney benign neoplasm","kidney benign neoplasm","7/250","159/17907",0.0440251572327044,3.15343396226415,3.24538516157935,0.00705331748531748,0.0488490843164346,0.0359719069780247,"KRT19/PKM/VIM/KIT/FSCN1/CD24/PROX1",7,"up"
"tropical spastic paraparesis","tropical spastic paraparesis","6/250","121/17907",0.0495867768595041,3.55180165289256,3.35128445058656,0.00706044344409102,0.0488490843164346,0.0359719069780247,"HNRNPH1/SLC2A1/HNRNPK/HBZ/CDC42/SERPINB8",6,"up"
"eosinophilic pneumonia","eosinophilic pneumonia","4/250","55/17907",0.0727272727272727,5.20930909090909,3.72014235461294,0.00724488892810587,0.049901778467501,0.0367470989106549,"HBB/CCR3/LGALS9/TPT1",4,"up"
"pericardium disease","pericardium disease","9/250","243/17907",0.037037037037037,2.65288888888889,3.08683279012058,0.00728268953181679,0.049901778467501,0.0367470989106549,"ACTA1/LDHB/SAR1B/SERPINC1/MPO/KCNAB2/ADA/F2/A2M",9,"up"
"cervical squamous cell carcinoma","cervical squamous cell carcinoma","7/250","160/17907",0.04375,3.133725,3.22586952906737,0.00729078079450759,0.049901778467501,0.0367470989106549,"KRT19/KRT17/NME1/KRT14/KRT13/LGALS9/CD24",7,"up"
"oxyphilic adenoma","oxyphilic adenoma","7/250","160/17907",0.04375,3.133725,3.22586952906737,0.00729078079450759,0.049901778467501,0.0367470989106549,"KRT4/PPIA/INA/KRT14/KIT/SLC4A1/VCL",7,"up"
"nephrosis","nephrosis","8/39","368/17907",0.0217391304347826,9.98160535117057,8.13334295470674,1.03957615413188e-06,0.00138471543730366,0.001014407468295,"APOA1/C3/HSP90B1/GSN/AFP/MYH9/SERPINA6/SERPINB7",8,"down"
"nephrotic syndrome","nephrotic syndrome","7/39","326/17907",0.0214723926380368,9.85913166588013,7.54174407982646,5.79413471965975e-06,0.00385889372329339,0.0028269278342761,"APOA1/C3/GSN/AFP/MYH9/SERPINA6/SERPINB7",7,"down"
"Amyloidosis","Amyloidosis","4/39","70/17907",0.0571428571428571,26.2373626373626,9.8838399385178,1.58814577932793e-05,0.007051367260216,0.005165653113814,"APOA1/C3/GSN/EEF1A1",4,"down"
"angiomatous meningioma","angiomatous meningioma","2/39","11/17907",0.181818181818182,83.4825174825175,12.7842097206581,0.000251075230057948,0.0324148551719352,0.0237463021529824,"HBA1/GAPDH",2,"down"
"familial visceral amyloidosis","familial visceral amyloidosis","2/39","11/17907",0.181818181818182,83.4825174825175,12.7842097206581,0.000251075230057948,0.0324148551719352,0.0237463021529824,"APOA1/GSN",2,"down"
"cholesteatoma of middle ear","cholesteatoma of middle ear","3/39","58/17907",0.0517241379310345,23.7493368700265,8.10717253079927,0.000271269326596476,0.0324148551719352,0.0237463021529824,"GAPDH/A1BG/HSP90B1",3,"down"
"middle ear cholesteatoma","middle ear cholesteatoma","3/39","58/17907",0.0517241379310345,23.7493368700265,8.10717253079927,0.000271269326596476,0.0324148551719352,0.0237463021529824,"GAPDH/A1BG/HSP90B1",3,"down"
"cholesteatoma","cholesteatoma","4/39","146/17907",0.0273972602739726,12.5795574288725,6.56339139612142,0.000279400370037594,0.0324148551719352,0.0237463021529824,"HBA1/GAPDH/A1BG/HSP90B1",4,"down"
"middle ear disease","middle ear disease","6/39","428/17907",0.014018691588785,6.43673616103523,5.3185772637685,0.000300954722667817,0.0324148551719352,0.0237463021529824,"C3/HBA1/GAPDH/A1BG/HSP90B1/ADSL",6,"down"
"proctitis","proctitis","3/39","63/17907",0.0476190476190476,21.8644688644689,7.75041794582263,0.000346501795787222,0.0324148551719352,0.0237463021529824,"HBA1/A1BG/TYMS",3,"down"
"endocrine pancreas disease","endocrine pancreas disease","6/39","441/17907",0.0136054421768707,6.24699110413396,5.21226534281251,0.000353138991245597,0.0324148551719352,0.0237463021529824,"APOA1/HBA1/GAPDH/AFP/SERPINA6/CD36",6,"down"
"cutaneous anthrax","cutaneous anthrax","2/39","13/17907",0.153846153846154,70.6390532544379,11.734495954489,0.000355091146189566,0.0324148551719352,0.0237463021529824,"GAPDH/EEF1A1",2,"down"
"congenital hemolytic anemia","congenital hemolytic anemia","5/39","285/17907",0.0175438596491228,8.055330634278,5.60926327170949,0.000364457185552138,0.0324148551719352,0.0237463021529824,"HBA1/GAPDH/A1BG/P4HB/CD36",5,"down"
"gonadoblastoma","gonadoblastoma","3/39","65/17907",0.0461538461538462,21.1917159763314,7.61906644755001,0.000379988985512979,0.0324148551719352,0.0237463021529824,"EEF1A1/AFP/SERPINA6",3,"down"
"benign mesothelioma","benign mesothelioma","5/39","288/17907",0.0173611111111111,7.97142094017094,5.57212107327821,0.000382368131072415,0.0324148551719352,0.0237463021529824,"HBA1/EEF1A1/AFP/AHNAK/TYMS",5,"down"
"Adrenal gland disease","Adrenal gland disease","2/39","14/17907",0.142857142857143,65.5934065934066,11.2954684792107,0.000413703106548722,0.0324148551719352,0.0237463021529824,"GNAS/SERPINA6",2,"down"
"Dyskeratosis congenita","Dyskeratosis congenita","2/39","14/17907",0.142857142857143,65.5934065934066,11.2954684792107,0.000413703106548722,0.0324148551719352,0.0237463021529824,"TYMS/CTC1",2,"down"
"hemangioma of intra-abdominal structure","hemangioma of intra-abdominal structure","2/39","15/17907",0.133333333333333,61.2205128205128,10.9006966986732,0.000476693155508236,0.0328743564449072,0.0240829211509633,"HBA1/AFP",2,"down"
"testicular yolk sac tumor","testicular yolk sac tumor","2/39","15/17907",0.133333333333333,61.2205128205128,10.9006966986732,0.000476693155508236,0.0328743564449072,0.0240829211509633,"APOA1/AFP",2,"down"
"histiocytosis","histiocytosis","5/39","310/17907",0.0161290322580645,7.40570719602978,5.3152321152039,0.000534906717864273,0.0328743564449072,0.0240829211509633,"APOA1/HBA1/GSN/ANXA3/CD36",5,"down"
"plasmodium vivax malaria","plasmodium vivax malaria","3/39","74/17907",0.0405405405405405,18.6143451143451,7.09355234601839,0.000556349673176026,0.0328743564449072,0.0240829211509633,"EEF1A1/TYMS/CD36",3,"down"
"sleeping sickness","sleeping sickness","4/39","178/17907",0.0224719101123595,10.3180639585134,5.83696635414934,0.00059166052823826,0.0328743564449072,0.0240829211509633,"APOA1/GAPDH/MYH9/ADSL",4,"down"
"balanitis","balanitis","2/39","17/17907",0.117647058823529,54.0180995475113,10.2173217153425,0.000615734115454202,0.0328743564449072,0.0240829211509633,"C3/GNAS",2,"down"
"Primary cutaneous amyloidosis","Primary cutaneous amyloidosis","2/39","17/17907",0.117647058823529,54.0180995475113,10.2173217153425,0.000615734115454202,0.0328743564449072,0.0240829211509633,"C3/GSN",2,"down"
"epidermolysis bullosa","epidermolysis bullosa","4/39","180/17907",0.0222222222222222,10.2034188034188,5.79777606502418,0.000617011194536547,0.0328743564449072,0.0240829211509633,"C3/EEF1A1/P4HB/AFP",4,"down"
"adrenal cortex cancer","adrenal cortex cancer","4/39","183/17907",0.0218579234972678,10.036149642707,5.74012976305566,0.000656472236443717,0.033631577651655,0.0246376422341427,"AFP/GNAS/SERPINA6/GATA6",4,"down"
"sickle cell anemia","sickle cell anemia","4/39","185/17907",0.0216216216216216,9.92765072765073,5.70243457189676,0.000683755182470049,0.0337319223351891,0.0247111522085667,"HBA1/GAPDH/SSR1/CD36",4,"down"
"patau syndrome","patau syndrome","3/39","81/17907",0.037037037037037,17.005698005698,6.74502864577474,0.000724593681299376,0.0344699565532418,0.0252518173896437,"AFP/SERPINA6/ADSL",3,"down"
"vesiculobullous skin disease","vesiculobullous skin disease","4/39","191/17907",0.0209424083769634,9.61578735400725,5.59271181286698,0.000770429706048497,0.034542001625766,0.0253045957855896,"C3/EEF1A1/P4HB/AFP",4,"down"
"megaloblastic anemia","megaloblastic anemia","3/39","83/17907",0.036144578313253,16.595922150139,6.65336179101643,0.000777973009589323,0.034542001625766,0.0253045957855896,"HBA1/TYMS/MMACHC",3,"down"
"nephrosclerosis","nephrosclerosis","3/39","85/17907",0.0352941176470588,16.2054298642534,6.56483125411462,0.000833794737565823,0.0355631584131595,0.0260526693922861,"GAPDH/MYH9/SERPINB7",3,"down"
"transthyretin amyloidosis","transthyretin amyloidosis","2/39","20/17907",0.1,45.9153846153846,9.38933834113143,0.00085667390507477,0.0355631584131595,0.0260526693922861,"APOA1/GSN",2,"down"
"iga glomerulonephritis","iga glomerulonephritis","4/39","198/17907",0.0202020202020202,9.27583527583528,5.47067651800013,0.000881069239965663,0.0355631584131595,0.0260526693922861,"C3/GAPDH/MYH9/SERPINB7",4,"down"
"Familial visceral amyloidosis","Familial visceral amyloidosis","2/39","21/17907",0.0952380952380952,43.7289377289377,9.15311148149539,0.000945548767488208,0.0356257626346845,0.0260985316598329,"APOA1/EEF1A1",2,"down"
"familial combined hyperlipidemia","familial combined hyperlipidemia","3/39","89/17907",0.0337078651685393,15.4770959377701,6.39647342858627,0.00095294055553755,0.0356257626346845,0.0260985316598329,"APOA1/C3/CD36",3,"down"
"acne","acne","3/39","90/17907",0.0333333333333333,15.3051282051282,6.3560797956087,0.000984321393850422,0.0356257626346845,0.0260985316598329,"APOA1/SERPINA6/ADSL",3,"down"
"renal artery disease","renal artery disease","3/39","91/17907",0.032967032967033,15.1369399830938,6.31632735615452,0.00101635058567418,0.0356257626346845,0.0260985316598329,"GAPDH/MYH9/SERPINB7",3,"down"
"tyrosinemia","tyrosinemia","3/39","91/17907",0.032967032967033,15.1369399830938,6.31632735615452,0.00101635058567418,0.0356257626346845,0.0260985316598329,"GSN/AFP/GNAS",3,"down"
"focal segmental glomerulosclerosis","focal segmental glomerulosclerosis","4/39","209/17907",0.0191387559808612,8.78763341921237,5.29066385769461,0.00107693798322395,0.0358620348413574,0.0262716186960158,"C3/GAPDH/HSP90B1/MYH9",4,"down"
"glomerulosclerosis","glomerulosclerosis","4/39","209/17907",0.0191387559808612,8.78763341921237,5.29066385769461,0.00107693798322395,0.0358620348413574,0.0262716186960158,"C3/GAPDH/HSP90B1/MYH9",4,"down"
"mixed gonadal dysgenesis","mixed gonadal dysgenesis","2/39","23/17907",0.0869565217391304,39.9264214046823,8.72709470664767,0.00113603261101656,0.0369072058018062,0.0270372844778523,"AFP/SERPINA6",2,"down"
"adenomatoid tumor","adenomatoid tumor","2/39","24/17907",0.0833333333333333,38.2628205128205,8.53404205857281,0.00123760569063517,0.0392088105294531,0.0287233818245638,"HBA1/AFP",2,"down"
"gestational diabetes","gestational diabetes","4/39","219/17907",0.0182648401826484,8.38637161924833,5.13815815803011,0.00127994638892261,0.0392088105294531,0.0287233818245638,"APOA1/HBA1/AFP/SERPINA6",4,"down"
"extrapulmonary tuberculosis","extrapulmonary tuberculosis","4/39","220/17907",0.0181818181818182,8.34825174825175,5.12344290494865,0.00130162003417288,0.0392088105294531,0.0287233818245638,"GAPDH/AFP/TRAP1/HSF2",4,"down"
"homocystinuria","homocystinuria","3/39","100/17907",0.03,13.7746153846154,5.98475085841242,0.00133463887823671,0.0392088105294531,0.0287233818245638,"APOA1/ADSL/MMACHC",3,"down"
"intracranial thrombosis","intracranial thrombosis","3/39","101/17907",0.0297029702970297,13.6382330540746,5.95055513795005,0.00137343264614669,0.0392088105294531,0.0287233818245638,"C3/P4HB/CD36",3,"down"
"sebaceous gland disease","sebaceous gland disease","3/39","102/17907",0.0294117647058824,13.5045248868778,5.91684120330066,0.00141293010916948,0.0392088105294531,0.0287233818245638,"APOA1/SERPINA6/ADSL",3,"down"
"testicular germ cell cancer","testicular germ cell cancer","3/39","102/17907",0.0294117647058824,13.5045248868778,5.91684120330066,0.00141293010916948,0.0392088105294531,0.0287233818245638,"APOA1/AFP/GATA6",3,"down"
"Digenic disease","Digenic disease","2/39","27/17907",0.0740740740740741,34.011396011396,8.01965410259016,0.00156743529714853,0.0409377218784674,0.029989938502718,"TYMS/CTC1",2,"down"
"Osteogenesis imperfecta","Osteogenesis imperfecta","2/39","27/17907",0.0740740740740741,34.011396011396,8.01965410259016,0.00156743529714853,0.0409377218784674,0.029989938502718,"P4HB/PPIB",2,"down"
"Polygenic disease","Polygenic disease","2/39","27/17907",0.0740740740740741,34.011396011396,8.01965410259016,0.00156743529714853,0.0409377218784674,0.029989938502718,"TYMS/CTC1",2,"down"
"essential hypertension","essential hypertension","5/39","398/17907",0.0125628140703518,5.76826439891767,4.49432852615129,0.00163494512386354,0.0418797481728123,0.0306800431137956,"APOA1/HBA1/MYH9/SERPINA6/CD36",5,"down"
"hepatitis b","hepatitis b","5/39","404/17907",0.0123762376237624,5.68259710586443,4.44748866828509,0.00174595745690333,0.0438795345772686,0.0321450359989948,"APOA1/C3/GAPDH/HSP90B1/AFP",5,"down"
"bone benign neoplasm","bone benign neoplasm","3/39","114/17907",0.0263157894736842,12.082995951417,5.5459842586602,0.00194349591448978,0.0465398024562313,0.0340938808889888,"HBA1/AFP/GNAS",3,"down"
"protein-energy malnutrition","protein-energy malnutrition","3/39","115/17907",0.0260869565217391,11.9779264214047,5.51760329778601,0.0019925641439355,0.0465398024562313,0.0340938808889888,"APOA1/C3/SERPINA6",3,"down"
"thrombotic thrombocytopenic purpura","thrombotic thrombocytopenic purpura","3/39","115/17907",0.0260869565217391,11.9779264214047,5.51760329778601,0.0019925641439355,0.0465398024562313,0.0340938808889888,"C3/MMACHC/CD36",3,"down"
"breast disease","breast disease","5/39","417/17907",0.0119904076738609,5.50544180040583,4.34914741558404,0.00200543861567223,0.0465398024562313,0.0340938808889888,"C3/GAPDH/AFP/SERPINA6/ADSL",5,"down"
"thoracic disease","thoracic disease","5/39","418/17907",0.0119617224880383,5.49227088700773,4.34175397269021,0.00202650791476082,0.0465398024562313,0.0340938808889888,"C3/GAPDH/AFP/SERPINA6/ADSL",5,"down"
"testicular non-seminomatous germ cell cancer","testicular non-seminomatous germ cell cancer","2/39","31/17907",0.0645161290322581,29.6228287841191,7.45163970870996,0.00206513742591628,0.0466231025647539,0.034154904439329,"APOA1/AFP",2,"down"
"keratosis","keratosis","5/39","423/17907",0.0118203309692671,5.42735042735043,4.30514025289689,0.00213430266119149,0.0473815190784512,0.0347105011741143,"HBA1/GAPDH/A1BG/HSP90B1/SERPINB7",5,"down"
"langerhans-cell histiocytosis","langerhans-cell histiocytosis","3/39","119/17907",0.0252100840336134,11.5753070458953,5.40749999407844,0.00219655386485712,0.0479640942293392,0.0351372809788189,"HBA1/GSN/ANXA3",3,"down"
